parameters,p_cit,p_TassocL,p_TassocGgvnL,p_GassocLgvnT,p_LindTgvnG,CIT_final_call,,p_L->A,p_L->B,"diff(B|A,B|A,L)",final_call
0.4_0.9,0.936035408829643,0.0186576640926304,5.53152261128868e-18,0.936035408829643,0.0003155872872224, , ,0.13,0.07,0.05, 
0.4_1,0.489786517012358,0.292100664911145,6.206651847134181e-15,0.0139499046083789,0.489786517012358, , ,0.01,0.48,0.77, 
0.4_3,0.556570256364693,0.0262342828226392,7.46263455077632e-45,0.556570256364693,0.0002554411751304, , ,0.2,0.04,0.01, 
0.5_0.1,0.395161360874731,0.198726797792553,0.395161360874731,0.0061701872144553,0.264653684192192, , ,0.01,0.0,0.22, 
0.5_0.2,0.147438536118606,0.016028295138445,0.147438536118606,0.0003715288147699,0.0729262782997802, , ,0.0,0.01,0.89, 
0.5_0.3,0.325801229938913,0.325801229938913,0.0213365804454512,0.0782515567808467,0.0338301271171311, , ,0.06,0.63,0.55, 
0.5_0.4,0.712986075812238,0.712986075812238,3.88743680650728e-07,0.220684415142367,0.386487925045372, , ,0.05,0.82,0.1, 
0.5_0.5,0.257366271955822,0.119021324987003,0.0053473141449783,0.257366271955822,0.0092629703345253, , ,0.3,0.4,0.8, 
0.5_0.6,0.102613299529051,0.102613299529051,4.91418963316357e-13,0.0007373786478127,0.0834829450928124, , ,0.0,0.15,0.79, 
0.5_0.7,0.383284138447852,0.383284138447852,3.06550934912278e-13,0.0612839978605244,0.145790726284373, , ,0.13,0.55,0.9, 
0.5_0.8,0.18093671164958,0.18093671164958,8.655157137326701e-16,0.0474443450806112,0.0005070986319268, , ,0.04,0.22,0.17, 
0.5_0.9,0.600641427939668,0.017994909875097,6.88674282338545e-13,0.600641427939668,0.0001975146134268, , ,0.07,0.07,0.08, 
0.5_1,0.322669044758559,0.322669044758559,1.3416540046192601e-09,0.0555091462057739,0.0020961384159781, , ,0.1,0.54,0.91, 
0.5_3,0.256177904758663,0.0014548293349268,5.60414290001778e-46,0.256177904758663,6.01797659505998e-38, , ,0.0,0.0,0.0,causal
0.6_0.1,0.90041890927394,0.140552467205899,0.90041890927394,0.0133795524077598,0.450886780431802, , ,0.03,0.34,0.07, 
0.6_0.2,0.85325760806003,0.85325760806003,0.0420884230415597,0.0117244718747125,0.722796139787543, , ,0.08,0.49,0.27, 
0.6_0.3,0.302786087693679,0.302786087693679,8.30638318141809e-05,0.0057352096760649,0.00017778493111, , ,0.0,0.07,0.23, 
0.6_0.4,0.0143533376501613,0.0143533376501613,0.0008532847723733,0.0073510970557129,0.0007918827857608,causal, ,0.0,0.08,0.27, 
0.6_0.5,0.0355689217151258,0.0354991514326334,1.95024533177508e-05,0.0355689217151258,1.90928197868596e-05,causal, ,0.0,0.1,0.46, 
0.6_0.6,0.180437950513452,0.180437950513452,1.87683458678657e-11,0.0041836871620337,0.0078134579747682, , ,0.01,0.01,0.74, 
0.6_0.7,0.0776411008694891,0.0776411008694891,4.4317829079623897e-16,0.033556440168522,8.49808726924935e-08, , ,0.01,0.17,0.09, 
0.6_0.8,0.0952768432581086,0.0952768432581086,1.1117685908951e-09,0.003067575493596,1.32872387025487e-05, , ,0.0,0.13,0.09, 
0.6_0.9,0.023997165529634,0.0057096128967314,1.4186918046401398e-12,0.023997165529634,1.08608946919176e-09,causal, ,0.0,0.01,0.07, 
0.6_1,0.236869366100397,0.0236175806288982,1.67550749333049e-19,0.236869366100397,2.8248881574669697e-12, , ,0.09,0.1,0.1, 
0.6_3,0.145978958912063,0.0008646575903458,1.52591276361168e-55,0.145978958912063,5.9551466258209e-14, , ,0.0,0.0,0.94, 
0.7_0.1,0.721063173463047,0.588732749320305,0.53226011845521,0.0015661086480169,0.721063173463047, , ,0.01,0.81,0.26, 
0.7_0.2,0.285113898844361,0.0856227073294362,0.285113898844361,0.0023931107255227,0.118023742566145, , ,0.02,0.11,0.15, 
0.7_0.3,0.962965923425223,0.962965923425223,0.0230387724523625,0.0001452032615166,0.94310301382502, , ,0.0,0.74,0.45, 
0.7_0.4,0.128146804955212,0.128146804955212,0.0127429904750051,0.0053763363115337,0.0093468926812274, , ,0.0,0.2,0.52, 
0.7_0.5,0.50973023357053,0.50973023357053,3.30706106839301e-06,0.0277595428954905,0.193277631860332, , ,0.06,0.44,0.7, 
0.7_0.6,0.0015847333566473,0.0015847333566473,3.8273091508822e-09,1.13782969280135e-05,5.4897831291041997e-17,causal, ,0.0,0.01,0.01,causal
0.7_0.7,0.122340120475026,0.122340120475026,1.16579620455569e-14,0.0012266086630431,0.0877242212711735, , ,0.0,0.29,0.19, 
0.7_0.8,0.988654230863216,0.0009518857408464,3.73879607461416e-13,0.988654230863216,9.67245049084966e-05, , ,0.09,0.0,0.31, 
0.7_0.9,0.0103561516123951,0.0091347057934118,1.70585335284609e-14,0.0103561516123951,3.87670106205981e-14,causal, ,0.0,0.01,0.02,causal
0.7_1,0.0214843324878415,0.0214843324878415,2.17233611294262e-16,0.0027700833443084,5.67254049110912e-06,causal, ,0.0,0.05,0.09, 
0.7_3,0.0586723574759576,0.0026213237254951,1.80543840554443e-49,0.0586723574759576,6.25651377353395e-08, , ,0.0,0.01,0.25, 
0.8_0.1,0.768688088364554,0.725813396649468,0.768688088364554,6.37312926074649e-05,0.658000384159753, , ,0.0,0.72,0.62, 
0.8_0.2,0.996426888345623,0.217892381469557,0.0181265660241781,9.86287647931606e-07,0.996426888345623, , ,0.0,0.38,0.27, 
0.8_0.3,0.84362355495816,0.84362355495816,0.0638139177914983,0.0002148456059196,0.810759307570554, , ,0.0,0.89,0.6, 
0.8_0.4,0.0027909200050007,0.0027909200050007,4.88683755667151e-05,0.0002635119541611,0.0013595656240778,causal, ,0.0,0.0,0.21, 
0.8_0.5,0.75318650895471,0.412481710101023,7.78676409289317e-08,0.0017613700052601,0.75318650895471, , ,0.01,0.68,0.93, 
0.8_0.6,0.0019531081665964,0.0019531081665964,0.0013806188047724,1.58169139269704e-09,0.0015562247364551,causal, ,0.0,0.0,0.45, 
0.8_0.7,0.0284857976804146,0.0284857976804146,1.56629870765611e-06,7.09374896198918e-05,1.28126785648836e-18,causal, ,0.0,0.0,0.35, 
0.8_0.8,0.078902887042433,0.0142585338493649,4.84362463916088e-19,0.078902887042433,1.63433059965339e-09, , ,0.0,0.04,0.0,causal
0.8_0.9,0.0778495207349402,0.0004472357386144,4.29197102951762e-17,0.0778495207349402,2.08793813761093e-10, , ,0.0,0.0,0.12, 
0.8_1,0.0306975965037524,0.0306975965037524,7.36236839255054e-13,0.0176353709642281,6.380982286044609e-18,causal, ,0.0,0.06,0.5, 
0.8_3,0.659394118407753,8.54463547971232e-05,4.8627314760308203e-54,0.659394118407753,1.11723057587177e-14, , ,0.0,0.0,1.0, 
0.9_0.1,0.162843634130917,0.162843634130917,0.0313317753348572,1.98565482185017e-05,0.001082565979011, , ,0.0,0.26,0.01, 
0.9_0.2,0.337779735260145,0.337779735260145,0.0170806641979791,0.0039566268628732,0.0003668238741467, , ,0.02,0.67,0.38, 
0.9_0.3,0.127407166964408,0.117053163072242,0.111580920657571,5.75782967417604e-06,0.127407166964408, , ,0.0,0.23,0.62, 
0.9_0.4,0.985393264911675,0.985393264911675,0.0272712463338091,0.000306632193266,0.900422201020654, , ,0.0,0.03,0.4, 
0.9_0.5,0.0137274263346557,0.0137274263346557,0.0006566887684773,1.25163671685481e-05,0.0023326799094062,causal, ,0.0,0.01,0.05, 
0.9_0.6,0.0285026724147179,0.0285026724147179,3.4977711206547e-05,3.22199136069951e-05,3.14410099359955e-06,causal, ,0.0,0.01,0.27, 
0.9_0.7,0.0047371854645137,0.0047371854645137,1.43017623755564e-12,0.0029543789279573,3.61881778975084e-10,causal, ,0.0,0.01,0.1, 
0.9_0.8,0.010169802017255,0.010169802017255,7.787036463525961e-09,5.0384007950492e-05,1.53381144710317e-08,causal, ,0.0,0.03,0.31, 
0.9_0.9,0.0001094455375536,0.0001094455375536,2.2407454085723704e-09,7.65709823347482e-06,1.76892479984877e-06,causal, ,0.0,0.0,0.0,causal
0.9_1,0.0040455251312685,0.0040455251312685,3.0304518414744403e-19,0.0013609030578105,3.70721789440512e-08,causal, ,0.0,0.02,0.57, 
0.9_3,0.109011846928196,0.0005238062149961,6.55079935775506e-51,0.109011846928196,7.369407203407709e-11, , ,0.0,0.0,0.01,causal
1_0.1,0.83767748328108,0.69436864525369,0.83767748328108,1.17816653761956e-08,0.243501285130367, , ,0.0,0.61,0.82, 
1_0.2,0.712578931819501,0.712578931819501,0.0649596418643446,3.92700637416703e-07,0.650874499813357, , ,0.0,0.1,0.55, 
1_0.3,0.988671348759276,0.787541828069159,0.0012635666676968,1.03766996211595e-05,0.988671348759276, , ,0.0,0.57,0.45, 
1_0.4,0.0564900975175173,0.0564900975175173,8.17129915130542e-05,4.55602020105047e-07,6.23225778965779e-05, , ,0.0,0.18,0.23, 
1_0.5,0.999584680454766,0.463749956419331,9.06572001365757e-09,9.67181567432469e-09,0.999584680454766, , ,0.0,0.7,0.47, 
1_0.6,0.0048485313139341,0.0003400839585602,4.62170925490964e-09,0.0048485313139341,1.69861936263287e-07,causal, ,0.0,0.0,0.0,causal
1_0.7,0.0129230345534298,0.0129230345534298,3.8865273726612906e-09,1.5520586600939e-05,0.000146595545471,causal, ,0.0,0.05,0.08, 
1_0.8,0.0044966763993022,3.3340702024209e-05,1.65555006894515e-10,0.0044966763993022,6.31278918885081e-06,causal, ,0.0,0.0,0.71, 
1_0.9,0.0085038369364391,0.0085038369364391,4.6295908612725e-14,0.0021023307399267,5.2172268131447304e-09,causal, ,0.0,0.03,0.88, 
1_1,0.742042940618605,0.0782124916029608,1.43156298392681e-17,4.64902752033098e-05,0.742042940618605, , ,0.0,0.19,0.78, 
1_3,0.166984717986092,4.73584840454236e-05,3.6091560088870196e-48,0.166984717986092,6.31350864857048e-37, , ,0.0,0.0,0.0,causal
3_0.1,0.55395085970929,0.0760872793960126,0.0439140646160831,4.0893091416955e-31,0.55395085970929, , ,0.0,0.13,0.2, 
3_0.2,0.0843596935670808,0.0302855792452743,0.0843596935670808,8.43688585847783e-26,0.0755510718323736, , ,0.0,0.07,0.13, 
3_0.3,0.0729030784954397,0.00018631625158,1.83603725902882e-05,2.729778787492e-23,0.0729030784954397, , ,0.0,0.0,0.69, 
3_0.4,0.776694181495253,3.05474082020427e-05,3.13634188853951e-08,6.84506930591687e-30,0.776694181495253, , ,0.0,0.0,0.81, 
3_0.5,0.0004143156653622,4.3956186798438e-12,0.0001701056692175,1.30245601475455e-18,0.0004143156653622,causal, ,0.0,0.0,0.78, 
3_0.6,1.27155549824235e-05,3.5108044234938997e-14,5.96299813672091e-06,1.41365063306458e-18,1.27155549824235e-05,causal, ,0.0,0.0,0.01,causal
3_0.7,3.63617910572886e-06,2.0717172406075402e-15,7.73314138878835e-12,2.33183263548352e-17,3.63617910572886e-06,causal, ,0.0,0.0,0.03,causal
3_0.8,5.20071185561802e-09,7.29426431139364e-17,1.10343036370495e-11,5.1183547794436096e-11,5.20071185561802e-09,causal, ,0.0,0.0,0.0,causal
3_0.9,3.6218949589185e-05,2.72133256102413e-14,1.6764363180652e-15,1.23221445412913e-15,3.6218949589185e-05,causal, ,0.0,0.0,0.23, 
3_1,6.22797859989809e-11,7.01442059935884e-16,1.58932436651853e-13,4.97236072303534e-11,6.22797859989809e-11,causal, ,0.0,0.0,0.02,causal
3_3,0.0013991433066204,8.33335919595933e-24,1.7315131874983e-51,0.0013991433066204,2.5758894501439103e-20,causal, ,0.0,0.0,0.13, 
