parameters,p_cit,p_TassocL,p_TassocGgvnL,p_GassocLgvnT,p_LindTgvnG,CIT_final_call,,p_L->A,p_L->B,"diff(B|A,B|A,L)",final_call
0.1_5_0.05,0.975618306586244,0.947472735767859,3.50910046335064e-223,0.975618306586244,3.90330074961607e-06, , ,1.0,0.64,0.61, 
0.1_5_0.07500000000000001,0.831503457136498,0.831503457136498,2.5086542096898702e-223,0.764854200035123,0.432525449400286, , ,0.95,0.67,0.05, 
0.1_5_0.1,0.937323114413105,0.926082478942187,7.47213375141057e-223,0.937323114413105,0.746191956005257, , ,1.0,0.75,0.09, 
0.5_0.1_0.0,0.0320513250788106,0.0248899191658268,0.029208982549805,8.58455776714545e-09,0.0320513250788106,causal, ,0.0,0.03,0.5, 
0.5_0.1_0.125,0.0502653406089265,0.0502653406089265,0.0078931013143215,4.13182034528393e-11,0.0078044445349991, , ,0.0,0.1,0.7, 
0.5_0.1_0.25,0.10315639805579,0.10315639805579,0.0035790862105479,2.74060107679561e-12,0.001983287946027, , ,0.0,0.22,0.57, 
0.5_0.1_0.375,0.139409155047392,0.139409155047392,0.0012069944178609,2.6437304950002e-14,0.0002999294082081, , ,0.0,0.22,0.13, 
0.5_0.1_0.5,0.0741058745210222,0.0741058745210222,0.0022734083369724,1.9843513935693902e-17,6.14184698796572e-05, , ,0.0,0.14,0.48, 
0.5_0.5_0.0,0.0005572721231074,0.0005572721231074,8.01046072904078e-48,0.0003329467561476,1.54658913608881e-26,causal, ,0.0,0.0,0.02,causal
0.5_0.5_0.125,0.0005876162788239,0.0005876162788239,2.16419654771562e-50,7.82119262839384e-05,1.41110723394202e-44,causal, ,0.0,0.0,0.02,causal
0.5_0.5_0.25,0.0001834949268625,0.0001834949268625,1.93688356319534e-49,9.02677441096541e-06,5.3852184946658896e-49,causal, ,0.0,0.01,0.0,causal
0.5_0.5_0.375,2.33325463609716e-05,2.33325463609716e-05,6.25427950296659e-47,1.51037764199426e-10,8.68440817281592e-60,causal, ,0.0,0.0,0.0,causal
0.5_0.5_0.5,3.22532111742447e-05,3.22532111742447e-05,7.63084927067336e-47,5.87692765630212e-12,2.21294889607141e-50,causal, ,0.0,0.0,0.11, 
0.5_1_0.0,0.0037331872048302,0.0037331872048302,4.70288387635949e-110,3.42143088476271e-07,0.0036799288681495,causal, ,0.0,0.0,0.01,causal
0.5_1_0.125,0.0005470315448688,0.0005470315448688,2.2250878399272702e-111,5.868425286782171e-09,5.9459152934259e-06,causal, ,0.0,0.0,0.05, 
0.5_1_0.25,0.0036686612644502,0.0001620958135604,3.5882475530337104e-112,4.60146300488483e-13,0.0036686612644502,causal, ,0.0,0.0,0.0,causal
0.5_1_0.375,0.0043520097866791,7.73686048756493e-05,3.1959464404920004e-112,6.4292026527654e-15,0.0043520097866791,causal, ,0.0,0.0,0.0,causal
0.5_1_0.5,0.0001354624112875,7.246045058973e-06,3.0306805485558503e-112,6.67647925756047e-17,0.0001354624112875,causal, ,0.0,0.0,0.0,causal
0.5_3_0.0,0.0032919822188272,1.12705689241611e-05,1.33043250448679e-179,0.0032919822188272,1.75711083431707e-38,causal, ,0.0,0.0,0.0,causal
0.5_3_0.125,0.0057090056050939,1.13853739102778e-05,4.68599716838133e-180,0.0057090056050939,5.90567240293107e-62,causal, ,0.0,0.0,0.13, 
0.5_3_0.25,0.0014356579797577,1.72368574192135e-06,4.8592132676879705e-180,0.0014356579797577,4.5309297830280504e-52,causal, ,0.0,0.0,0.01,causal
0.5_3_0.375,2.44680342031206e-06,8.3292008798695e-08,1.11990878118404e-175,2.44680342031206e-06,5.728286692443251e-53,causal, ,0.0,0.0,0.0,causal
0.5_3_0.5,1.0147131213055e-06,3.01068692286001e-08,3.89278886166925e-167,1.0147131213055e-06,1.9038538058328598e-56,causal, ,0.0,0.0,0.0,causal
0.5_5_0.0,0.0011684468623508,0.0005464995647397,2.83955364651264e-201,0.0011684468623508,1.0715988055661698e-22,causal, ,0.01,0.04,0.0,causal
0.5_5_0.125,0.0036950639987604,0.0005201422468454,1.02125439028318e-201,0.0036950639987604,1.12386682136856e-48,causal, ,0.0,0.02,1.0, 
0.5_5_0.25,0.0002830013492773,8.81229081308817e-05,3.26869902786911e-200,0.0002830013492773,1.82910594734669e-41,causal, ,0.0,0.0,0.13, 
0.5_5_0.375,1.363787006235e-05,1.363787006235e-05,1.50696259775381e-195,2.71150420408876e-06,2.4046566653383302e-31,causal, ,0.0,0.0,0.0,causal
0.5_5_0.5,2.59669490449058e-06,2.59669490449058e-06,2.17856409647091e-186,1.1867575960628e-08,2.3239503671416502e-15,causal, ,0.0,0.0,0.0,causal
1_0.1_0.0,0.0120897863316025,0.0120897863316025,2.83494836841497e-07,7.08300545417354e-18,1.24817701661695e-06,causal, ,0.0,0.0,0.4, 
1_0.1_0.25,0.0091934019092276,0.0091934019092276,5.48539655417145e-07,9.43390189860961e-27,2.98421047936618e-07,causal, ,0.0,0.02,0.41, 
1_0.1_0.5,0.0169097658474901,0.0169097658474901,2.87056670816512e-06,1.6301737679535299e-40,0.0001087674893777,causal, ,0.0,0.01,0.47, 
1_0.1_0.75,0.0233692467577401,0.0196932505926195,1.21088530199754e-05,3.5696665981103105e-61,0.0233692467577401,causal, ,0.0,0.03,0.2, 
1_0.1_1.0,0.305180059065031,0.0947277703272806,0.0003591471527663,1.19408868594204e-84,0.305180059065031, , ,0.0,0.14,0.73, 
1_0.5_0.0,4.23513900393225e-08,4.23513900393225e-08,4.78331535303516e-77,2.5827959945277797e-11,3.45880498139601e-29,causal, ,0.0,0.0,0.0,causal
1_0.5_0.25,9.71015153369412e-10,9.71015153369412e-10,4.83909206404897e-81,6.2804271422607e-20,1.9651376645071203e-15,causal, ,0.0,0.0,0.0,causal
1_0.5_0.5,7.16002113241043e-11,6.159723106053959e-12,1.83497599155755e-87,9.38564558944584e-32,7.16002113241043e-11,causal, ,0.0,0.0,0.0,causal
1_0.5_0.75,2.41171174467459e-06,5.42970560733601e-14,1.2093495487768599e-83,8.39011137900591e-44,2.41171174467459e-06,causal, ,0.0,0.0,0.0,causal
1_0.5_1.0,6.08543201799106e-08,4.704441808676541e-15,3.38369344008969e-71,1.10253699306347e-53,6.08543201799106e-08,causal, ,0.0,0.0,0.0,causal
1_1_0.0,5.6439316033309e-07,5.6439316033309e-07,2.78392870279855e-166,2.03530079338905e-09,1.32123209376945e-09,causal, ,0.0,0.0,0.0,causal
1_1_0.25,6.460396930907571e-09,4.07071760560529e-10,1.96298799532624e-166,1.45353921621922e-16,6.460396930907571e-09,causal, ,0.0,0.0,0.0,causal
1_1_0.5,3.11955059681468e-07,5.68318028306937e-13,1.81303975666595e-162,8.421696933895881e-25,3.11955059681468e-07,causal, ,0.0,0.0,0.0,causal
1_1_0.75,0.132948601347085,2.0337598132180403e-15,1.84747401204954e-148,1.02019005684722e-43,0.132948601347085, , ,0.0,0.0,0.0,causal
1_1_1.0,0.890729494512551,9.09476312770797e-16,5.96281883349281e-130,1.32243320353249e-64,0.890729494512551, , ,0.0,0.0,0.0,causal
1_3_0.0,2.79097845406717e-08,1.5607922640609e-09,1.7971924583173801e-214,2.79097845406717e-08,9.52095017903108e-13,causal, ,0.0,0.0,0.0,causal
1_3_0.25,2.15819267837579e-07,3.93157241424073e-11,1.48386344049408e-209,2.15819267837579e-07,1.07719998075149e-50,causal, ,0.0,0.0,0.0,causal
1_3_0.5,4.49386338573949e-13,1.2747021794274401e-14,1.93345649174086e-199,9.08215148869676e-19,4.49386338573949e-13,causal, ,0.0,0.0,0.0,causal
1_3_0.75,0.0003657299888036,1.36501344286735e-17,4.57440471959168e-180,1.01406163623946e-34,0.0003657299888036,causal, ,0.0,0.0,0.0,causal
1_3_1.0,2.74461481092538e-06,7.940875069690641e-19,1.14131935175265e-159,3.5998064320117195e-43,2.74461481092538e-06,causal, ,0.0,0.0,0.0,causal
1_5_0.0,2.0599142678910104e-09,4.05061220747836e-10,8.9359779224815e-247,2.0599142678910104e-09,7.521936376018011e-14,causal, ,0.0,0.0,1.0, 
1_5_0.25,2.43715274756407e-11,7.05096667222194e-14,1.1693201119169598e-238,1.2808967915575e-16,2.43715274756407e-11,causal, ,0.0,0.0,1.0, 
1_5_0.5,1.56015563933641e-07,9.38931116582041e-18,5.66436522659316e-219,3.79519299823446e-24,1.56015563933641e-07,causal, ,0.0,0.0,0.0,causal
1_5_0.75,7.68436326257606e-05,8.56382624310588e-21,1.0296092853902e-201,1.5953220317764401e-37,7.68436326257606e-05,causal, ,0.0,0.0,0.0,causal
1_5_1.0,0.0037053715545211,3.2043028219996097e-22,6.67818467221325e-175,4.91948604092972e-51,0.0037053715545211,causal, ,0.0,0.0,0.0,causal
3_0.1_0.0,0.200185104590418,0.1969914706194,2.81963306535189e-40,7.08550368975278e-05,0.200185104590418, , ,0.0,0.49,0.42, 
3_0.1_0.75,0.999999982971561,0.0332233323538138,2.13269378934013e-40,1.29970465548893e-27,0.999999982971561, , ,0.0,0.03,0.13, 
3_0.1_1.5,0.999994760474516,2.08660212842591e-07,5.22609973831688e-41,2.40822968545171e-99,0.999994760474516, , ,0.0,0.0,0.5, 
3_0.1_2.25,0.999999999993606,9.846596124099639e-12,3.4175063257368997e-37,4.85801811348246e-226,0.999999999993606, , ,0.0,0.0,0.82, 
3_0.1_3.0,0.999999993005154,1.96182235713376e-08,6.68357861813185e-24,0.0,0.999999993005154, , ,0.0,0.0,0.21, 
3_0.5_0.0,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.01,0.0,0.93, 
3_0.5_0.75,1.0,1.1947117759128e-05,4.68228243235136e-195,1.97362997147167e-34,1.0, , ,0.0,0.0,0.0,causal
3_0.5_1.5,1.0,1.18863496555898e-14,1.95864786694291e-193,3.10368898652921e-154,1.0, , ,0.0,0.0,0.0,causal
3_0.5_2.25,0.999999999911468,6.23556272724077e-28,5.8140999435823794e-176,5.99331487340273e-276,0.999999999911468, , ,0.0,0.0,0.95, 
3_0.5_3.0,0.99999999999698,3.24643048233179e-27,7.05003822070948e-108,0.0,0.99999999999698, , ,0.0,0.0,0.19, 
3_1_0.0,1.0,0.088151441699795,5.02982879520144e-269,1.85692702746935e-05,1.0, , ,0.0,0.0,0.69, 
3_1_0.75,1.0,0.0001490848953968,6.281571479688709e-270,2.01449899821931e-43,1.0, , ,0.0,0.0,0.72, 
3_1_1.5,1.0,1.23867756046808e-14,7.493761232548479e-265,3.0416656068614804e-188,1.0, , ,0.0,0.0,0.92, 
3_1_2.25,0.999999999999989,9.380767224004789e-29,3.00569751881222e-221,6.28636386e-316,0.999999999999989, , ,0.0,0.0,0.63, 
3_1_3.0,0.999999999971588,7.998667706778841e-31,3.19305866011075e-137,0.0,0.999999999971588, , ,0.0,0.0,1.0, 
3_3_0.0,1.0,0.0898362097981365,4.04568e-317,2.28080383791809e-10,1.0, , ,0.0,0.0,0.99, 
3_3_0.75,1.0,6.40995351373002e-06,5.99863461511096e-310,1.2697787346048999e-81,1.0, , ,0.0,0.0,0.07, 
3_3_1.5,1.0,1.89244519871773e-17,5.0960678812105e-301,5.26390098580887e-232,1.0, , ,0.0,0.0,0.0,causal
3_3_2.25,0.999999999841744,4.7496361718354094e-30,1.95847180701187e-240,0.0,0.999999999841744, , ,0.0,0.0,1.0, 
3_3_3.0,0.999999999942022,3.45663113637184e-33,4.23545407338123e-141,0.0,0.999999999942022, , ,0.0,0.0,0.0,causal
3_5_0.0,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.61,0.2,0.96, 
3_5_0.75,1.0,0.0064760212236872,5.4e-323,4.687655051549831e-47,1.0, , ,0.0,0.0,1.0, 
3_5_1.5,1.0,1.85594172447449e-13,2.5e-323,2.33729231662876e-229,1.0, , ,0.0,0.0,0.0,causal
3_5_2.25,0.999999999716407,2.2846860222470498e-29,7.15937567288793e-267,0.0,0.999999999716407, , ,0.0,0.0,0.0,causal
3_5_3.0,0.999999999996202,3.4045881119364496e-30,2.68374978857112e-150,0.0,0.999999999996202, , ,0.0,0.0,1.0, 
5_0.1_0.0,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.53,0.39,0.4, 
5_0.1_1.25,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.55,0.4,0.99, 
5_0.1_2.5,1.0,0.002041955146368,7.18521188661624e-79,6.8284186818994e-63,1.0, , ,0.0,0.01,0.02,causal
5_0.1_3.75,0.999999999999868,4.08869613183742e-13,5.563268582369681e-76,2.2699416540430002e-302,0.999999999999868, , ,0.0,0.0,0.53, 
5_0.1_5.0,0.999999999972311,5.71565469774086e-16,5.70253784304713e-50,0.0,0.999999999972311, , ,0.0,0.0,0.42, 
5_0.5_0.0,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.27,0.39,0.96, 
5_0.5_1.25,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.27,0.4,0.0, 
5_0.5_2.5,1.0,7.30681579263859e-06,2.47344215520528e-294,3.95799703759523e-171,1.0, , ,0.0,0.0,0.98, 
5_0.5_3.75,0.999999999638199,3.16176115990393e-21,5.1947237826827e-261,0.0,0.999999999638199, , ,0.0,0.0,0.0,causal
5_0.5_5.0,0.99999999999413,4.20526653510764e-29,1.06041525041242e-121,0.0,0.99999999999413, , ,0.0,0.0,0.79, 
5_1_0.0,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.0,0.15,0.93, 
5_1_1.25,1.0,0.0189042309453454,0.0,5.91055567188974e-69,1.0, , ,0.0,0.0,0.6, 
5_1_2.5,1.0,2.93940617688116e-05,0.0,1.1893632951565099e-193,1.0, , ,0.0,0.0,0.96, 
5_1_3.75,0.999999997219696,1.1621290903073502e-19,2.42348827896545e-288,0.0,0.999999997219696, , ,0.0,0.0,0.95, 
5_1_5.0,0.999999999922024,3.78627208702637e-28,8.83707563582577e-143,0.0,0.999999999922024, , ,0.0,0.0,0.01,causal
5_3_0.0,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.13,0.74,0.2, 
5_3_1.25,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.1,0.72,0.72, 
5_3_2.5,1.0,0.0062534875622593,0.0,2.30565342524964e-206,1.0, , ,0.0,0.01,0.06, 
5_3_3.75,0.999999992145256,4.9404558009866305e-20,0.0,0.0,0.999999992145256, , ,0.0,0.0,0.14, 
5_3_5.0,0.999999999490032,4.93589944764592e-25,5.95451633294683e-144,0.0,0.999999999490032, , ,0.0,0.0,0.98, 
5_5_0.0,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.41,0.45,0.72, 
5_5_1.25,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.31,0.46,0.52, 
5_5_2.5,1.0,0.0001655055518047,0.0,5.027488854316911e-233,1.0, , ,0.0,0.0,0.31, 
5_5_3.75,0.999999999997893,2.29122522885011e-22,0.0,0.0,0.999999999997893, , ,0.0,0.0,0.86, 
5_5_5.0,0.999999999752001,4.7332453398766895e-30,1.5438308662185399e-140,0.0,0.999999999752001, , ,0.0,0.0,0.23, 
