parameters,p_cit,p_TassocL,p_TassocGgvnL,p_GassocLgvnT,p_LindTgvnG,CIT_final_call,,p_L->A,p_L->B,"diff(B|A,B|A,L)",final_call
0.5_0.1_0.375,0.886828019818845,0.682630389363353,0.886828019818845,1.97688632407952e-19,0.426361586973904, , ,0.0,0.77,0.15, 
0.5_0.1_0.5,0.607167800404108,0.607167800404108,0.374747970391446,1.87919519736236e-19,0.117691478924657, , ,0.0,0.73,0.52, 
0.5_0.5_0.0,0.281136281776035,0.281136281776035,2.58835931318452e-05,2.54495488282205e-09,5.14986213908191e-10, , ,0.0,0.03,0.74, 
0.5_0.5_0.125,0.0802227846746039,0.0802227846746039,2.53126588922106e-06,2.11428036401049e-11,3.87448109640947e-09, , ,0.0,0.04,0.19, 
0.5_0.5_0.25,0.0739927846743341,0.0739927846743341,3.88622319704095e-07,1.60503227936011e-11,1.43230648682573e-07, , ,0.0,0.04,0.24, 
0.5_0.5_0.375,0.145460261143042,0.145460261143042,5.41327052461024e-08,2.48457737422103e-13,1.66688068478505e-10, , ,0.0,0.03,0.32, 
0.5_0.5_0.5,0.0659661892641072,0.0659661892641072,5.30730728590936e-08,8.28335249048931e-17,1.75245809613354e-21, , ,0.0,0.01,0.04,causal
0.5_1_0.0,0.034116355953314,0.034116355953314,2.9042529046793403e-09,4.2344455754787005e-10,5.15386794969784e-15,causal, ,0.0,0.07,0.0, 
0.5_1_0.125,0.0075913084808272,0.0075913084808272,6.3027726016658994e-12,6.073338543129139e-12,5.40245547620823e-19,causal, ,0.0,0.01,0.13, 
0.5_1_0.25,0.0017160797491777,0.0017160797491777,3.4114036247387e-16,7.67176649818213e-14,1.9132517466442102e-20,causal, ,0.0,0.0,0.01,causal
0.5_1_0.375,0.0004135103040788,0.0004135103040788,1.18381993011415e-19,2.6152331615012503e-15,1.56744011755526e-20,causal, ,0.0,0.0,0.0,causal
0.5_1_0.5,0.0001166972155692,0.0001166972155692,2.03705245235877e-24,2.16419728268882e-18,1.71797677708517e-22,causal, ,0.0,0.0,0.0,causal
0.5_3_0.0,3.83940208879578e-06,3.83940208879578e-06,1.77924823404544e-24,1.26330030195117e-06,2.0809128818096802e-17,causal, ,0.0,0.0,0.91, 
0.5_3_0.125,6.59263663615818e-07,1.66218089997975e-08,4.02796291713338e-41,6.59263663615818e-07,5.49787779741478e-33,causal, ,0.0,0.0,0.02,causal
0.5_3_0.25,6.75958007952392e-07,4.25612306511362e-09,1.4379321739859601e-52,6.75958007952392e-07,1.88243184079732e-49,causal, ,0.0,0.0,0.0,causal
0.5_3_0.375,1.06876526686991e-06,4.3943399888786e-11,1.04598761313704e-69,1.06876526686991e-06,1.10470318987264e-35,causal, ,0.0,0.0,0.0,causal
0.5_3_0.5,1.17906140001467e-07,3.5712366131227294e-11,2.21990477088175e-85,1.17906140001467e-07,1.6606031281699001e-62,causal, ,0.0,0.0,0.0,causal
0.5_5_0.0,0.0040247074812855,0.0040247074812855,1.18153807588296e-37,7.66313281241165e-05,1.50857377184045e-32,causal, ,0.0,0.03,1.0, 
0.5_5_0.125,0.0003163795652212,0.0003163795652212,2.52684818382609e-49,3.11875156651943e-05,9.13905053779041e-29,causal, ,0.0,0.0,0.02,causal
0.5_5_0.25,1.07000690108365e-05,6.10511288946954e-07,1.0067969564189901e-67,1.07000690108365e-05,1.84599092563794e-45,causal, ,0.0,0.0,0.0,causal
0.5_5_0.375,9.39786674141574e-06,7.71030319665927e-11,3.1616351054871e-86,9.39786674141574e-06,5.65540129040254e-51,causal, ,0.0,0.0,0.0,causal
0.5_5_0.5,5.75201751638837e-06,1.48545791733707e-13,3.8807374830335e-107,5.75201751638837e-06,1.12341218000485e-52,causal, ,0.0,0.0,0.0,causal
1_0.1_0.0,0.628989223128803,0.628989223128803,0.287738952556519,8.25745714350382e-13,0.0238265718081971, , ,0.0,0.58,0.44, 
1_0.1_0.25,0.672132748077657,0.672132748077657,0.210429370309272,5.48277868576635e-19,0.0822344294032257, , ,0.0,0.79,0.09, 
1_0.1_0.5,0.18950252944509,0.11303436902696,0.18950252944509,3.46965614027793e-32,0.0575219176343882, , ,0.0,0.28,0.87, 
1_0.1_0.75,0.251150177453777,0.0300838915644561,0.251150177453777,1.08368147653285e-46,0.114058500175796, , ,0.0,0.04,0.28, 
1_0.1_1.0,0.27420923629915,0.0637899471713803,0.27420923629915,1.0655473173120801e-61,0.0885229239012352, , ,0.0,0.18,0.07, 
1_0.5_0.0,0.501650241879203,0.501650241879203,0.0844787795137604,1.5462567157851699e-12,0.0071971634425557, , ,0.0,0.71,0.63, 
1_0.5_0.25,0.974040263123974,0.974040263123974,0.633661212479958,8.704410018954131e-20,0.486228459880857, , ,0.0,0.99,0.99, 
1_0.5_0.5,0.417519111229439,0.0837540470030233,0.417519111229439,1.5171611747062099e-33,0.238785259364548, , ,0.0,0.26,0.01, 
1_0.5_0.75,0.0369420491702287,0.0005999181675603,0.0369420491702287,2.00966832273643e-47,0.0106987553703987,causal, ,0.0,0.0,0.2, 
1_0.5_1.0,0.0016569730562954,2.86442162934498e-06,0.0016569730562954,1.7676878191951799e-62,0.0001194706568893,causal, ,0.0,0.0,0.09, 
1_1_0.0,0.283744752886689,0.0188200524201681,0.283744752886689,5.8695392729785e-22,0.189895470569904, , ,0.0,0.07,0.19, 
1_1_0.25,0.0032232952424998,0.0002747123365113,0.0032232952424998,4.4301481661127395e-30,0.0004625617836889,causal, ,0.0,0.0,0.0,causal
1_1_0.5,9.55574941975524e-07,9.55574941975524e-07,3.25357849166738e-07,3.32138211656062e-39,9.85933500719638e-08,causal, ,0.0,0.0,0.03,causal
1_1_0.75,7.16222438273981e-11,4.62299061854632e-14,1.1826578661489499e-11,7.18950152574089e-52,7.16222438273981e-11,causal, ,0.0,0.0,0.0,causal
1_1_1.0,1.0443556925931699e-12,8.28053539506553e-19,4.05816586072904e-14,4.71317377513379e-64,1.0443556925931699e-12,causal, ,0.0,0.0,0.0,causal
1_3_0.0,0.392631677793014,4.379930157355341e-09,0.392631677793014,1.68574590401861e-17,0.189618273446897, , ,0.0,0.0,0.07, 
1_3_0.25,1.57374878325299e-06,7.77226351414365e-15,1.57374878325299e-06,5.12381830500587e-20,6.2495876622033e-07,causal, ,0.0,0.0,0.0,causal
1_3_0.5,2.72444423989621e-10,1.35014328494511e-21,3.7846970300812e-14,1.93203798533526e-23,2.72444423989621e-10,causal, ,0.0,0.0,0.0,causal
1_3_0.75,6.72930027716801e-22,3.06175345458049e-32,1.53245288680679e-26,2.54737071497514e-26,6.72930027716801e-22,causal, ,0.0,0.0,0.0,causal
1_3_1.0,1.96687104987409e-27,2.31505260259751e-46,4.21958758294157e-43,1.96687104987409e-27,3.72330856386498e-33,causal, ,0.0,0.0,0.0,causal
1_5_0.0,0.0020819890641299,2.10278412448332e-06,0.0020819890641299,5.7623158973095794e-11,0.0007539563235183,causal, ,0.0,0.0,0.04,causal
1_5_0.25,4.65789565429148e-09,1.1807110613134e-14,4.69787995913576e-13,5.72258969238632e-12,4.65789565429148e-09,causal, ,0.0,0.0,0.3, 
1_5_0.5,5.06214323590392e-13,9.36899576484577e-27,2.46370683347063e-28,5.06214323590392e-13,2.94106818355215e-22,causal, ,0.0,0.0,0.0,causal
1_5_0.75,1.94015667950149e-13,5.20299800908051e-38,5.68567226791932e-48,1.94015667950149e-13,2.67316663107e-35,causal, ,0.0,0.0,0.0,causal
1_5_1.0,8.863023137716232e-15,1.0712160777657701e-52,2.39838669708855e-60,8.863023137716232e-15,1.24340652082131e-47,causal, ,0.0,0.0,0.0,causal
3_0.1_0.0,0.817846049773165,0.817846049773165,0.110178161206022,0.0157414076768867,0.0106817147522228, , ,0.0,0.0,0.07, 
3_0.1_0.75,0.231651538555816,0.231651538555816,0.106178103637698,5.8242021237946605e-21,0.0668608830480046, , ,0.0,0.18,0.8, 
3_0.1_1.5,0.393765089247136,0.393765089247136,0.122431579269173,1.79690856965152e-65,0.264647503041875, , ,0.0,0.69,0.91, 
3_0.1_2.25,0.890504092420469,0.890504092420469,0.252482938830786,4.540718654002669e-195,0.739748866847148, , ,0.0,0.69,0.89, 
3_0.1_3.0,0.722368716432611,0.236677530953125,0.493746943253366,0.0,0.722368716432611, , ,0.0,0.45,0.14, 
3_0.5_0.0,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.63,0.03,0.21, 
3_0.5_0.75,0.999999999912846,0.131749260777915,7.54086925512545e-11,1.7116462850016699e-22,0.999999999912846, , ,0.0,0.39,0.3, 
3_0.5_1.5,0.999999999905025,0.0001437912544374,4.1481760119545296e-11,1.64083831366485e-95,0.999999999905025, , ,0.0,0.0,0.44, 
3_0.5_2.25,0.999999999913126,4.34123689950135e-10,1.5493857308010598e-11,8.172250410493319e-222,0.999999999913126, , ,0.0,0.0,0.03,causal
3_0.5_3.0,0.999999999999752,1.06929522772366e-08,5.0575228379111403e-14,0.0,0.999999999999752, , ,0.0,0.0,0.59, 
3_1_0.0,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.33,0.21,0.95, 
3_1_0.75,1.0,0.236860381672153,1.37941605200393e-33,2.1344614452224e-23,1.0, , ,0.0,0.52,0.05, 
3_1_1.5,1.0,0.000221936755121,2.75846792979673e-33,3.2878594702862504e-91,1.0, , ,0.0,0.0,0.7, 
3_1_2.25,0.999999999977673,2.03692932266818e-16,1.94216152997379e-32,6.34250156833475e-231,0.999999999977673, , ,0.0,0.0,0.03,causal
3_1_3.0,0.999999999628846,2.05315637152406e-13,2.39936977370992e-38,0.0,0.999999999628846, , ,0.0,0.0,0.0,causal
3_3_0.0,0.998528766968882,0.285696706012474,7.39358620250964e-122,0.0073543193144339,0.998528766968882, , ,0.0,0.0,1.0, 
3_3_0.75,1.0,0.210040721603256,5.16730613129055e-119,4.02430796211813e-52,1.0, , ,0.0,0.25,1.0, 
3_3_1.5,1.0,6.29070077732767e-12,1.95920172064954e-114,6.489942731725769e-204,1.0, , ,0.0,0.0,1.0, 
3_3_2.25,1.0,8.42566464734743e-31,3.3184277986432804e-111,7.38905e-319,1.0, , ,0.0,0.0,1.0, 
3_3_3.0,0.999999999933257,5.29359980418051e-37,2.22732760198633e-129,0.0,0.999999999933257, , ,0.0,0.0,0.99, 
3_5_0.0,1.0,0.760674163377307,2.3014755663694598e-156,1.2335470132728e-07,1.0, , ,0.0,0.0,1.0, 
3_5_0.75,1.0,0.0103436406022192,2.2087254358476303e-145,2.45058626488684e-71,1.0, , ,0.0,0.07,1.0, 
3_5_1.5,1.0,1.22541853973942e-08,6.3516743253365705e-145,8.72773551938353e-168,1.0, , ,0.0,0.0,0.47, 
3_5_2.25,0.999999999999268,5.67008867248643e-43,1.21278078496329e-155,0.0,0.999999999999268, , ,0.0,0.0,0.94, 
3_5_3.0,0.999999999999488,1.1713803346762e-50,1.0850644517654299e-192,0.0,0.999999999999488, , ,0.0,0.0,1.0, 
5_0.1_0.0,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.67,0.17,0.71, 
5_0.1_1.25,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.81,0.2,0.12, 
5_0.1_2.5,0.566907963174643,0.359049592977139,0.566907963174643,4.38694467598839e-38,0.440385641537204, , ,0.0,0.14,0.61, 
5_0.1_3.75,0.67060151370155,0.327861883838915,0.67060151370155,3.8105543204464e-226,0.0073243259603916, , ,0.0,0.29,0.52, 
5_0.1_5.0,0.975548188937724,0.393986431965161,0.975548188937724,0.0,0.129590048742224, , ,0.0,0.32,0.11, 
5_0.5_0.0,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.71,0.54,0.97, 
5_0.5_1.25,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.7,0.59,0.96, 
5_0.5_2.5,0.916086452249211,0.916086452249211,0.712033932269315,5.07142331799161e-40,0.219434667694332, , ,0.0,0.62,0.02, 
5_0.5_3.75,0.807465472999083,9.85799230336569e-06,0.807465472999083,3.4821969167837e-220,0.631809571595165, , ,0.0,0.0,0.96, 
5_0.5_5.0,0.657262882513139,3.02577226508879e-22,0.657262882513139,0.0,0.255985122963313, , ,0.0,0.0,1.0, 
5_1_0.0,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.3,0.0,0.95, 
5_1_1.25,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.32,0.0,0.01, 
5_1_2.5,0.211836180987686,0.211836180987686,0.136935032502194,1.29883591851331e-32,0.184516727007692, , ,0.0,0.49,0.98, 
5_1_3.75,0.929220481426663,0.002844632859419,0.286237670092963,2.18931580052636e-228,0.929220481426663, , ,0.0,0.03,1.0, 
5_1_5.0,0.399863459714421,7.28982665654676e-45,0.399863459714421,0.0,0.265571759150112, , ,0.0,0.0,0.38, 
5_3_0.0,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.18,0.15,0.93, 
5_3_1.25,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.3,0.16,1.0, 
5_3_2.5,0.999987784887028,0.906164183726832,3.90281197490046e-07,5.58234208679969e-49,0.999987784887028, , ,0.0,0.77,1.0, 
5_3_3.75,0.999999479899394,7.86369861914871e-21,1.10025597512496e-05,3.7143263458582496e-238,0.999999479899394, , ,0.0,0.0,0.0,causal
5_3_5.0,0.894318227084392,1.28519180783133e-137,0.242895956038637,0.0,0.894318227084392, , ,0.0,0.0,0.0,causal
5_5_0.0,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.1,0.18,0.0, 
5_5_1.25,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.09,0.11,0.0, 
5_5_2.5,0.999365539628793,0.587034534651939,9.425645983584581e-15,1.06759277512405e-13,0.999365539628793, , ,0.0,0.0,0.68, 
5_5_3.75,0.999999999282361,1.00460403914799e-25,4.1634072709011603e-14,1.32341769174631e-243,0.999999999282361, , ,0.0,0.0,0.92, 
5_5_5.0,0.999136609027803,1.0693452576516999e-177,0.000301704607702,0.0,0.999136609027803, , ,0.0,0.0,0.0,causal
