,p_cit,p_TassocL,p_TassocGgvnL,p_GassocLgvnT,p_LindTgvnG,CIT_final_call,,p_L->A,p_L->B,"diff(B|A,B|A,L)",final_call
4849,1.0,0.123889706162688,5.36345725552983e-73,1.42689840847779e-38,1.0, , ,0.0,0.48,1.0, 
4850,0.680721607679372,0.680721607679372,0.20496981325753,5.67049337724502e-07,0.0673527136178854, , ,0.0,0.63,0.57, 
4851,1.0,0.0947950609384889,1.29672237247082e-16,0.0018435864909254,1.0, , ,0.0,0.05,0.73, 
4856,0.782215768139923,0.681773601481863,0.0066533235324791,6.74144550011205e-34,0.782215768139923, , ,0.0,0.15,0.48, 
4872,1.0,0.168541329515359,5.316153679753e-89,8.58536858840096e-14,1.0, , ,0.0,0.49,0.0, 
4880,0.0716946628173308,0.0716946628173308,1.55870757726916e-06,2.00252925140911e-08,4.19783432740431e-07, , ,0.0,0.26,0.49, 
4891,0.872203665184772,0.680994149447177,0.242928682874369,1.3891614171258698e-42,0.872203665184772, , ,0.0,0.92,0.85, 
4898,0.637344960909089,0.348558578476259,0.0012619610923047,7.98885797624333e-75,0.637344960909089, , ,0.0,0.74,0.06, 
4900,0.156037901624556,0.156037901624556,1.13419491018736e-39,0.000154629032877,2.69209476498612e-46, , ,0.0,0.37,0.96, 
4904,0.0249332608640522,0.0169154992115998,0.0249332608640522,1.51945228919215e-57,0.0019734909960541,causal, ,0.0,0.0,0.78, 
4918,0.859007331487417,0.532444220188048,0.0005463595029667,4.3862619371164695e-55,0.859007331487417, , ,0.0,0.51,0.62, 
4922,0.0012614693448246,0.0004110051371677,1.35928278605559e-16,0.0012614693448246,1.54036730651079e-14,causal, ,0.0,0.0,0.51, 
4923,0.968810205926843,0.657808322724794,0.00080997086376,4.18316779730676e-39,0.968810205926843, , ,0.0,0.34,0.89, 
4934,0.999999999781035,0.655619417893717,2.4242317793512602e-20,0.0006690988313827,0.999999999781035, , ,0.03,0.91,0.62, 
4935,0.999999999988776,0.487374336804199,5.09341988558875e-24,3.74669976154061e-18,0.999999999988776, , ,0.0,0.83,0.95, 
4937,0.872017799938651,0.165119058520752,0.122332083612326,4.08449549683166e-05,0.872017799938651, , ,0.0,0.12,0.34, 
4938,0.999999996535401,0.0023814506572517,2.89598333964887e-08,1.90750219219675e-15,0.999999996535401, , ,0.0,0.0,0.99, 
4952,0.999572337447635,0.0516361159290093,0.0013732144739142,2.21805302753942e-05,0.999572337447635, , ,0.0,0.17,0.72, 
4956,1.0,0.271334941304226,6.410409778666751e-63,4.9419707038770504e-45,1.0, , ,0.0,0.08,0.99, 
4958,0.0680092087980955,0.0680092087980955,4.05920438241133e-17,0.0002827302303805,2.4876507058242504e-15, , ,0.0,0.27,0.01, 
4967,0.999999999734214,0.899156188702368,1.91733445463232e-28,8.47011500227093e-14,0.999999999734214, , ,0.0,0.62,0.77, 
4969,0.995623107856083,0.238968684765625,0.0036916885160562,0.0002320822025861,0.995623107856083, , ,0.0,0.53,0.77, 
4976,0.999999996359569,0.17611595718507,1.88830688885643e-13,0.0,0.999999996359569, , ,0.0,0.59,0.95, 
4978,1.0,0.252429863803663,3.40396675304912e-30,5.24707094356997e-41,1.0, , ,0.0,0.11,0.96, 
4982,0.510262851440619,0.461840067436991,0.510262851440619,5.09245620049552e-17,0.333234005974921, , ,0.0,0.45,0.91, 
4987,0.996017612527363,0.0157677657930029,0.0168227153780096,6.93489535629264e-05,0.996017612527363, , ,0.02,0.11,0.52, 
4995,0.362449132057068,0.362449132057068,3.58927975628003e-06,4.0719039073111795e-12,8.652380952521281e-09, , ,0.0,0.54,0.51, 
4998,0.978648551687334,0.978648551687334,0.275043673609243,0.0001252164249974,0.770889980144952, , ,0.0,0.72,0.82, 
5013,0.999999922006509,0.188253915645779,3.07593527877499e-07,4.17420363723371e-05,0.999999922006509, , ,0.01,0.57,0.68, 
5039,5.70907004210217e-05,1.48912405263298e-05,5.70907004210217e-05,1.00202655877074e-51,1.80425614577749e-05,causal, ,0.0,0.0,0.03,causal
5050,0.812639468366289,0.0351998919527255,0.26656976299434,1.98315861148014e-08,0.812639468366289, , ,0.0,0.1,0.31, 
5052,0.509128236912334,0.0182843183726229,3.54468936213628e-25,3.27606354549853e-42,0.509128236912334, , ,0.0,0.15,0.77, 
5059,0.999999999999999,0.0458307655112101,1.2013599317935099e-16,5.69668792041061e-44,0.999999999999999, , ,0.0,0.11,0.72, 
5063,0.89229081609547,0.836993011611904,0.0910912735151204,0.0003463405733774,0.89229081609547, , ,0.0,0.81,0.25, 
5073,0.619446681147647,0.125634276245366,9.83522295519098e-08,7.79473678827109e-75,0.619446681147647, , ,0.0,0.25,0.73, 
5085,0.997495085348456,0.367086606916153,1.39002583201404e-06,1.74814451385269e-60,0.997495085348456, , ,0.0,0.67,0.84, 
5087,0.559187024010971,0.559187024010971,0.144128810488545,8.97032905147835e-75,0.162635688113273, , ,0.0,0.45,0.65, 
5089,0.972991105442478,0.611547693600344,1.73572000611322e-10,3.58878358435608e-12,0.972991105442478, , ,0.0,0.23,0.94, 
5093,0.999999932124048,0.957974107001077,6.44198701403031e-26,3.37546786436177e-13,0.999999932124048, , ,0.0,0.4,0.87, 
5095,0.995618781379677,0.0418387266131507,0.0025031321903479,2.37788078998534e-76,0.995618781379677, , ,0.0,0.02,0.76, 
5096,0.823608875111945,0.496435792359529,1.99542769661576e-08,7.09346342147136e-22,0.823608875111945, , ,0.0,0.58,0.05, 
5101,0.892906035145937,0.658284144031057,0.127013552431198,0.0003345917125506,0.892906035145937, , ,0.0,0.77,0.92, 
5102,0.998667389172232,0.40048871828568,5.07364775074163e-05,0.0,0.998667389172232, , ,0.0,0.32,0.89, 
5104,0.770486838247691,0.274220586139831,0.527796811261089,1.60873296526374e-86,0.770486838247691, , ,0.0,0.37,0.67, 
5108,0.0011899475510803,0.0011899475510803,9.91930776393367e-08,3.47756950410898e-18,2.90034850207466e-08,causal, ,0.0,0.0,0.13, 
5115,0.999929775369502,0.0039919902298555,0.0004770979791815,2.63283122237341e-05,0.999929775369502, , ,0.01,0.0,0.33, 
5122,0.0081314273746063,0.0081314273746063,3.65136759252304e-13,8.51955356522331e-08,1.20285000549358e-09,causal, ,0.0,0.02,0.14, 
5154,0.999999981591927,0.550175614697851,6.25430989962319e-10,6.70118934739737e-05,0.999999981591927, , ,0.01,0.87,0.85, 
5156,0.588436000118811,0.20673041203042,0.588436000118811,0.0,0.0142294812064579, , ,0.0,0.39,0.34, 
5157,0.439876926037533,0.439876926037533,0.0005266326139851,1.7030253476779002e-26,0.270245660285861, , ,0.0,0.24,0.01, 
5165,1.0,6.48144679982493e-06,4.42603305286817e-31,1.03150865955932e-08,1.0, , ,0.0,0.0,0.93, 
5171,0.656098144732613,0.656098144732613,0.0987710234653633,6.46757814897949e-55,0.44316992756926, , ,0.0,0.63,0.65, 
5194,0.83266090323137,0.0883784047332721,0.83266090323137,6.33415392062848e-39,0.606324283794067, , ,0.0,0.22,0.09, 
5195,0.729349354661022,0.729349354661022,0.0419144285000847,2.87538976416399e-06,3.22489046774194e-05, , ,0.0,0.75,0.2, 
5200,0.488655749994486,0.488655749994486,1.86485219698357e-06,8.14735089291947e-10,0.001352352443278, , ,0.0,0.1,0.07, 
5203,0.987728380207531,0.091920996394956,0.0574259100896415,5.96452850942066e-72,0.987728380207531, , ,0.0,0.25,1.0, 
5216,0.838586605768797,3.67337704833986e-06,0.838586605768797,9.03224998754439e-54,0.407418552802619, , ,0.0,0.0,0.88, 
5217,0.999999999999991,0.0823664706366842,4.70730099498889e-15,3.0180854452468898e-43,0.999999999999991, , ,0.0,0.12,0.15, 
5227,0.0411798386515493,0.0225553653315391,0.0357403996208659,5.43447190823288e-06,0.0411798386515493,causal, ,0.0,0.03,0.64, 
5249,0.0208885208980591,0.0208885208980591,3.08469451534459e-16,6.28919558716864e-08,3.4565794441408204e-15,causal, ,0.0,0.02,0.54, 
5257,0.96633744013005,0.000242151661364,0.041409048797096,2.14991852436023e-05,0.96633744013005, , ,0.0,0.0,0.53, 
5269,0.795126232226673,0.108671460728555,0.347685244066708,2.24490020247104e-16,0.795126232226673, , ,0.0,0.26,0.91, 
5274,0.0606196179198938,0.0606196179198938,3.2260582041364404e-17,2.8122317814660797e-11,3.6191454043186104e-35, , ,0.0,0.28,0.86, 
5277,1.0,0.0687950559808526,6.519385128049099e-29,0.0006655176421968,1.0, , ,0.0,0.27,0.71, 
5283,0.83657009452998,0.497108098495072,3.48436817317674e-07,1.01519425732957e-26,0.83657009452998, , ,0.0,0.17,0.48, 
5285,0.834310773101544,0.520893727622286,0.354436001558775,1.99744269553332e-71,0.834310773101544, , ,0.0,0.28,0.41, 
5286,0.997685552142981,0.0058125549460239,0.0005145784863802,1.1990043899786899e-40,0.997685552142981, , ,0.0,0.02,0.72, 
5290,0.193928093534689,0.193928093534689,0.0007663804188326,1.30930190962248e-06,8.65083298419338e-05, , ,0.0,0.35,0.88, 
5293,0.999999999981532,0.760700522714975,9.87515842481868e-38,6.74538034248415e-14,0.999999999981532, , ,0.0,0.91,0.88, 
5296,0.999996456575226,0.722952179065758,1.10816252681272e-05,0.0,0.999996456575226, , ,0.0,0.49,1.0, 
5305,0.0311788548283906,0.0311788548283906,5.6711391017822e-13,1.16684921283258e-41,0.0285900826811287,causal, ,0.0,0.1,0.67, 
5309,0.999999958681469,0.642107962878913,5.863984750129671e-14,1.73545144423531e-14,0.999999958681469, , ,0.0,0.85,0.5, 
5310,0.999946990396439,0.408162243208111,3.57962410936326e-06,0.0,0.999946990396439, , ,0.0,0.59,0.01, 
5318,0.986199928039466,0.0097380323703971,0.016370833439651,2.37840569529597e-05,0.986199928039466, , ,0.0,0.07,0.19, 
5323,0.999969532474385,0.232714704045711,3.50265418170333e-05,2.2645244818534402e-117,0.999969532474385, , ,0.0,0.58,0.92, 
5326,0.999964873712062,0.0216357148656672,2.84670431150692e-05,2.64055529194068e-141,0.999964873712062, , ,0.0,0.15,1.0, 
5327,0.994538838402007,0.52609730193152,0.0001566425809482,3.57159772795053e-179,0.994538838402007, , ,0.0,0.85,0.11, 
5332,0.711192718492039,0.706098461060755,0.694179469694349,5.46738410840762e-39,0.711192718492039, , ,0.0,0.92,0.85, 
5338,0.0015584894698791,0.0015584894698791,3.37235899387914e-12,1.9128484697675602e-10,3.74984049373825e-12,causal, ,0.0,0.01,0.19, 
5341,0.999937558215906,0.0015832801436696,0.0032211430704461,1.5496914564767e-05,0.999937558215906, , ,0.0,0.01,0.29, 
5350,1.0,0.241838627305889,1.40138605872137e-25,1.78717236080964e-14,1.0, , ,0.0,0.33,0.96, 
5354,0.999995837012552,0.850450708417789,5.687307056946819e-12,1.1998494526044901e-17,0.999995837012552, , ,0.0,0.99,0.84, 
5356,0.88587151767433,0.88587151767433,0.616700662474886,1.7584964962205e-42,0.572810782285866, , ,0.0,0.96,0.6, 
5381,0.99917437048129,0.102879118474824,0.0006057889940642,2.2986037970326996e-56,0.99917437048129, , ,0.0,0.27,0.96, 
5400,0.0280144133288684,0.0280144133288684,3.11156671771068e-11,1.04489249592678e-31,4.90731135217361e-07,causal, ,0.0,0.06,0.27, 
5407,1.0,0.375070300403621,1.9104826704760799e-34,5.96541291413637e-06,1.0, , ,0.0,0.55,0.5, 
5427,0.36329017550681,0.36329017550681,4.79433920106696e-07,0.000536510380382,5.566129505521459e-11, , ,0.0,0.37,0.18, 
5443,0.969837114895484,0.969837114895484,0.622653848271639,2.65509548082049e-71,0.486589775991614, , ,0.0,0.99,0.18, 
5444,0.0402379131030466,0.0402379131030466,0.0131080931586722,0.0006573965827475,0.0063053036603943,causal, ,0.0,0.05,0.6, 
5449,0.927551279536565,0.472099296401126,0.0134884110449065,1.65266744163396e-16,0.927551279536565, , ,0.0,0.71,0.84, 
5471,0.916607197743214,0.146863425025748,0.116272270567135,2.66909958934983e-75,0.916607197743214, , ,0.0,0.25,0.56, 
5473,0.849375705348248,0.0005376546990672,0.259748201622809,5.2624138984576196e-33,0.849375705348248, , ,0.0,0.02,0.52, 
5474,0.991400581214896,0.145043297261816,0.0171557817164882,3.32227402545715e-05,0.991400581214896, , ,0.0,0.07,0.57, 
5477,0.0190045217812186,0.0190045217812186,2.4892776285473103e-09,2.09566885785102e-25,2.08587633903749e-08,causal, ,0.0,0.02,0.21, 
5478,0.999999979130506,0.0387457028580104,5.90872951472432e-07,2.03980774592015e-05,0.999999979130506, , ,0.0,0.14,0.23, 
5493,0.999797222326931,0.252983373906337,6.053686102157471e-19,5.05024984305697e-40,0.999797222326931, , ,0.0,0.51,0.97, 
5497,0.0086929727560033,0.0086929727560033,2.60474568633067e-16,1.00889061879983e-07,3.58323701625029e-18,causal, ,0.0,0.02,0.93, 
5498,0.131759659280458,0.131759659280458,5.10719679728209e-26,1.0927648909610001e-11,0.0001584103162611, , ,0.0,0.35,0.9, 
5504,0.774336982211412,0.273155167500165,1.24746624744069e-08,1.36065871083622e-42,0.774336982211412, , ,0.0,0.59,0.92, 
5507,1.0,0.33396283632952,4.19513681103952e-85,1.43106027704342e-84,1.0, , ,0.0,0.57,1.0, 
5517,0.999999999999966,0.079292015806409,3.7050949348905703e-14,1.32097943415931e-71,0.999999999999966, , ,0.0,0.12,0.42, 
5518,0.957281516579307,0.69589461276895,0.0306477647831339,9.11794601741959e-43,0.957281516579307, , ,0.0,0.5,0.55, 
5524,0.993588425269193,0.762097382145856,0.0002332911985459,4.07605674420622e-10,0.993588425269193, , ,0.0,0.96,0.26, 
5526,0.964151787514556,0.964151787514556,0.315324569680353,9.53243269144184e-07,0.558391842968908, , ,0.0,0.97,0.19, 
5529,0.999999812179349,0.773325318417352,1.42543244423376e-11,5.99419724567771e-28,0.999999812179349, , ,0.0,0.73,0.89, 
5531,0.999811867403176,0.852509447624301,0.0001789876951285,1.47923101247949e-87,0.999811867403176, , ,0.0,0.99,0.95, 
5536,0.721259353862352,0.721259353862352,0.307989183575231,0.0003817453471077,0.213857282319999, , ,0.0,0.81,0.68, 
5538,0.976473649003374,0.336176529131546,0.0425319305406613,1.6267832684707998e-12,0.976473649003374, , ,0.0,0.59,0.94, 
5553,1.0,0.0005490621775074,2.78624304014402e-96,1.38871846620082e-08,1.0, , ,0.0,0.0,1.0, 
5575,0.345137855784081,0.345137855784081,1.76926924474321e-21,7.19391005646265e-07,0.0145513245817298, , ,0.0,0.68,0.21, 
5576,0.999999108330765,0.318981468800638,4.88122976931791e-12,3.6359773505194105e-91,0.999999108330765, , ,0.0,0.24,1.0, 
5581,0.999820718249552,0.818529735717971,7.25320031045429e-16,5.92911882443662e-05,0.999820718249552, , ,0.0,0.86,0.61, 
5584,0.798715646778383,0.0183229189925824,0.434460619188255,5.58125285704197e-34,0.798715646778383, , ,0.0,0.11,0.5, 
5603,3.8149157138444e-05,3.8149157138444e-05,3.11739773070235e-07,6.169731122285229e-30,1.41994722724328e-09,causal, ,0.0,0.0,0.02,causal
5605,0.099215202123454,0.099215202123454,2.03010727511739e-06,4.09973131893155e-07,5.67879594763712e-06, , ,0.0,0.06,0.09, 
5614,0.0402768594520165,0.0402768594520165,1.26717349352921e-06,0.0145924669892076,8.68021589642824e-05,causal, ,0.01,0.14,0.89, 
5626,0.999999999999997,0.0534722906859843,2.86819710187059e-58,1.0411740724978e-35,0.999999999999997, , ,0.0,0.49,0.24, 
5648,0.966916310104663,0.786432530845058,0.0098387402988552,4.23412379013186e-75,0.966916310104663, , ,0.0,0.76,0.8, 
5652,0.999862120167498,0.001263331511013,0.0036314974325884,5.4453337796794704e-73,0.999862120167498, , ,0.0,0.07,1.0, 
5660,0.250875986858953,0.250875986858953,0.0836047597929472,9.93088852517213e-07,0.0739286024646208, , ,0.0,0.18,0.71, 
5663,0.999072562829941,0.686842503829577,0.0002242174645751,3.52330923128928e-89,0.999072562829941, , ,0.0,0.86,0.98, 
5664,0.999999999978958,0.112846288692229,2.12010286415036e-10,0.0031117696886801,0.999999999978958, , ,0.0,0.34,0.73, 
5667,0.0288153163583292,0.0288153163583292,0.0023149493612965,1.07273348819861e-31,0.0023013050163185,causal, ,0.0,0.16,0.7, 
5672,0.923585218666343,0.878194131857765,0.923585218666343,2.4611610976842e-06,0.607669776211228, , ,0.0,0.42,0.66, 
5674,0.999999939227837,0.15983446434127,4.89571542278877e-06,1.92673611987955e-05,0.999999939227837, , ,0.01,0.34,0.73, 
5676,1.0,0.473843222868471,8.45913958228432e-66,1.0137469515234699e-11,1.0, , ,0.0,0.81,1.0, 
5685,1.0,0.0001920575039557,4.1302035145199605e-25,7.31813433126318e-71,1.0, , ,0.0,0.0,1.0, 
5688,0.968760864054603,0.968760864054603,0.0929678324323599,1.15117091872397e-26,0.935193918378413, , ,0.0,0.98,0.72, 
5689,0.133289560996789,0.133289560996789,0.0162186158306495,0.0001587909507811,0.0285388135656729, , ,0.0,0.29,0.16, 
5693,0.0146701476187297,0.0003366623007903,0.0039180553101925,0.000211785487634,0.0146701476187297,causal, ,0.0,0.0,0.76, 
5699,0.999836057244458,0.0806160156878343,0.0003276998699747,5.30184930915629e-13,0.999836057244458, , ,0.0,0.24,0.42, 
5701,1.0,0.317702327232979,7.83695491115714e-65,3.65079351285764e-39,1.0, , ,0.0,0.43,0.65, 
5703,0.999999979891623,0.0079828961406995,5.194563821012351e-09,2.12840291444852e-29,0.999999979891623, , ,0.0,0.11,0.95, 
5712,0.0222233741528473,0.0222233741528473,4.07475068379599e-10,4.3694116517187897e-11,3.4749538334680504e-14,causal, ,0.0,0.18,0.47, 
5714,0.823629459955536,0.823629459955536,0.0037632886674876,0.0098829146946091,0.0013681492347717, , ,0.0,0.22,0.96, 
5721,0.991439884481167,0.0526382431609164,1.77156800052964e-35,1.52584757341554e-33,0.991439884481167, , ,0.0,0.12,0.67, 
5724,1.0,0.616574312093265,2.34788348658793e-90,9.50165112664881e-45,1.0, , ,0.0,0.68,1.0, 
5730,0.662554169859358,0.0023181749918728,0.662554169859358,5.1566395549035805e-74,0.416568548885739, , ,0.0,0.01,0.66, 
5735,0.778463601922164,0.778463601922164,0.428605713868003,4.96700777697469e-66,0.706515478454866, , ,0.0,0.75,0.57, 
5739,3.14541304612393e-05,3.14541304612393e-05,2.49944117985528e-63,4.6920433995116094e-12,6.52602258519128e-51,causal, ,0.0,0.0,0.27, 
5743,0.723671886461577,0.0032842616611768,0.723671886461577,5.52253903543838e-71,0.576739755560344, , ,0.0,0.05,0.49, 
5751,0.623247124602813,0.623247124602813,0.0235838017538977,0.0004062380770894,0.024392377265189, , ,0.0,0.72,0.56, 
5768,0.0185864071966227,0.0185864071966227,1.1690269218103199e-83,0.0027381551721682,9.31933995064638e-70,causal, ,0.01,0.24,0.57, 
5774,0.126348883543475,0.0570864390091285,0.0961939343666779,0.0005362714100219,0.126348883543475, , ,0.0,0.37,0.03, 
5775,0.975995616472823,0.869551519962724,2.9037625891117e-08,4.74229623786138e-05,0.975995616472823, , ,0.0,0.31,0.44, 
5777,0.934609844533464,0.196905614671186,0.0830935817060785,3.1652191836752697e-34,0.934609844533464, , ,0.0,0.32,0.74, 
5779,0.999999999958976,0.0620617160009266,1.47799100268711e-06,1.3324944419836e-05,0.999999999958976, , ,0.0,0.31,0.97, 
5783,0.742517237842034,0.0591686604430734,0.742517237842034,1.24438367449583e-11,0.416387986629356, , ,0.0,0.16,0.43, 
5789,0.894458278506985,7.625302079935401e-32,0.182135238466086,9.122474140550031e-15,0.894458278506985, , ,0.0,0.0,0.93, 
5791,0.999653721756357,0.875201047609897,9.48565349434249e-10,1.56520876495379e-17,0.999653721756357, , ,0.0,0.9,0.97, 
5792,0.506242098221896,0.257584439794852,1.65765142193088e-08,8.42094959500368e-34,0.506242098221896, , ,0.0,0.3,0.27, 
5794,0.743620328595081,0.743620328595081,0.28638132117763,2.82638996629374e-12,0.0555934088770406, , ,0.0,0.45,0.8, 
5802,0.999954792723987,0.213286727123628,5.03599811201188e-05,1.01597572787699e-06,0.999954792723987, , ,0.0,0.3,0.56, 
5805,0.0581658657176916,0.0024744636299722,4.15373213995988e-16,1.6921051417395902e-73,0.0581658657176916, , ,0.0,0.02,0.14, 
5811,0.0853993874794452,0.0853993874794452,0.0207108656983361,2.4929311886062402e-54,0.0120238810233905, , ,0.0,0.07,0.42, 
5821,0.609645623145566,0.0999394685828052,0.609645623145566,2.02539120794691e-26,0.448911491720902, , ,0.0,0.26,0.74, 
5827,5.33524761618746e-08,5.33524761618746e-08,2.09978591839131e-40,2.49477325304029e-26,8.69472465689701e-64,causal, ,0.0,0.0,0.0,causal
5829,0.999999999409594,0.108380334536146,3.03296839276422e-50,1.0737995997716899e-29,0.999999999409594, , ,0.0,0.37,0.95, 
5836,0.999984992599835,0.224527868647742,5.50783568701077e-07,3.90343630498041e-13,0.999984992599835, , ,0.0,0.34,0.69, 
5838,0.0126668537741782,0.0126668537741782,0.0043360477121468,2.51776408301863e-16,0.0005820616162013,causal, ,0.0,0.0,0.9, 
5856,0.0683661933697983,0.0683661933697983,0.0001876679577464,3.77538708113376e-74,0.0096144515092043, , ,0.0,0.03,0.49, 
5857,0.0315268391828745,0.0315268391828745,1.3105854559741299e-11,9.11034242117474e-32,3.44367543364566e-06,causal, ,0.0,0.12,0.14, 
5861,1.0,0.0955399946944585,7.79875670660359e-117,2.31111270144784e-99,1.0, , ,0.0,0.24,1.0, 
5875,1.0,0.632521280890944,1.2915580418121301e-45,1.37252274271641e-47,1.0, , ,0.0,0.4,1.0, 
5894,0.0012352440021131,0.0002489520054569,1.29950850498857e-09,0.0012352440021131,8.618434869295e-08,causal, ,0.02,0.0,0.98, 
5898,0.999951029070241,0.942826898453153,1.05750640263763e-09,7.03840626789742e-11,0.999951029070241, , ,0.0,0.6,0.97, 
5907,0.926600983945089,0.926600983945089,0.100729425476217,1.16774019809193e-58,0.901658650244252, , ,0.0,0.91,0.61, 
5918,0.999999994382002,0.221044945286639,7.660612372263821e-44,6.286376804489849e-36,0.999999994382002, , ,0.0,0.79,1.0, 
5926,0.0182066775530764,0.000490244699783,3.4322463791319905e-58,1.8229054001094997e-31,0.0182066775530764,causal, ,0.0,0.0,0.68, 
5932,0.949011448435611,0.0002206180608646,0.146102744545106,2.93220183898088e-05,0.949011448435611, , ,0.0,0.0,0.74, 
5935,0.728809676047261,0.58211117089891,0.0009394346076084,4.875582775067e-39,0.728809676047261, , ,0.0,0.83,0.8, 
5936,0.981825492901385,0.0031765533317321,0.0592968801595693,4.65774665625077e-72,0.981825492901385, , ,0.0,0.08,0.99, 
5968,0.941072045995645,0.941072045995645,0.488524735266973,3.0821463806109003e-16,0.333959833427594, , ,0.0,0.59,0.05, 
5980,0.997979885866323,0.808858929871762,3.03200813282388e-07,4.86346538643398e-27,0.997979885866323, , ,0.0,0.89,0.59, 
5986,0.999999999976793,0.246391624670664,5.59867751493085e-15,8.309207846422129e-126,0.999999999976793, , ,0.0,0.1,0.99, 
5987,0.820733100881577,0.178864936610302,0.820733100881577,1.6528789399647e-26,0.346247952353858, , ,0.0,0.07,0.64, 
5991,0.999999999994582,0.911210003843,5.28625614735275e-34,4.2495671791687304e-14,0.999999999994582, , ,0.0,0.93,0.98, 
6001,0.998651666998388,0.478224027073672,1.2041373321189e-14,3.97051455089598e-40,0.998651666998388, , ,0.0,0.47,0.99, 
6014,0.943659940320019,0.441953397587062,0.0294742667956825,4.57356804125709e-59,0.943659940320019, , ,0.0,0.75,0.03, 
6022,0.758279368526777,0.656554368535165,0.572447869183231,1.6590514382758097e-42,0.758279368526777, , ,0.0,0.5,1.0, 
6026,0.943236716226528,0.943236716226528,0.43314227531118,1.3010901204283098e-26,0.709539684783654, , ,0.0,1.0,0.2, 
6037,0.0161655828819893,0.0161655828819893,0.0006969851888443,0.0009085951884434,0.0017398285312155,causal, ,0.0,0.05,0.04, 
6045,1.0,0.0017979094276015,4.83450617327084e-54,3.0770180434011104e-09,1.0, , ,0.01,0.01,0.99, 
6051,0.999376933892809,0.777560744694126,1.14591298239107e-07,1.14980664897027e-17,0.999376933892809, , ,0.0,0.94,0.32, 
6075,0.999995953170498,0.630159961894121,1.07815691743586e-09,5.8580016666697406e-61,0.999995953170498, , ,0.0,0.61,0.94, 
6079,0.163748104070158,0.163748104070158,3.10280006404361e-14,8.853281981494229e-11,1.43213687103555e-20, , ,0.0,0.17,0.44, 
6085,0.917251659321273,0.917251659321273,0.786112504453274,5.68948553234912e-39,0.384885196186232, , ,0.0,0.9,0.6, 
6086,0.993743790821438,0.993743790821438,0.372954098966722,4.59734603833492e-12,0.528130670056139, , ,0.0,0.83,0.38, 
6089,0.996723379656053,0.992324465902904,0.0054429651517975,5.7248698291103505e-87,0.996723379656053, , ,0.0,0.16,0.45, 
6094,0.999984876499161,0.168470311833913,5.389766344972431e-09,7.087290984632869e-92,0.999984876499161, , ,0.0,0.37,0.24, 
6098,0.0062673668984275,0.0015810640979608,2.2898718636703297e-22,0.0062673668984275,4.55983339540207e-20,causal, ,0.0,0.0,0.19, 
6103,0.655996463978863,0.0093916546477499,0.573495728581623,8.23279003136385e-07,0.655996463978863, , ,0.0,0.01,1.0, 
6121,1.0,0.0445728161764492,7.756792609636041e-145,1.26144316913004e-48,1.0, , ,0.0,0.16,1.0, 
6123,1.0,0.0119269120614231,2.59692774149035e-74,4.36034926467129e-06,1.0, , ,0.0,0.02,1.0, 
6126,0.277969498938937,0.277969498938937,0.115717998522332,1.10144274518229e-54,0.0940300240393135, , ,0.0,0.57,0.82, 
6137,0.0007525014597071,0.0007525014597071,3.9582474194977703e-63,1.54150378203798e-09,6.15931673651666e-41,causal, ,0.0,0.01,0.74, 
6143,0.950553479933188,0.950553479933188,0.376611927059436,1.88240416244909e-25,0.560648522912198, , ,0.0,0.46,0.92, 
6147,0.999399043601122,0.635937017081271,8.62669810029524e-07,2.6076259812869e-10,0.999399043601122, , ,0.0,0.67,0.74, 
6149,0.999939150869402,0.377792776406743,3.61063711050852e-20,1.41826223693022e-40,0.999939150869402, , ,0.0,0.76,0.71, 
6151,0.446961132325879,0.446961132325879,2.89042552922173e-05,7.2045658099233e-05,1.63011051118803e-05, , ,0.0,0.23,0.37, 
6152,0.704344692029403,0.0139638607471069,0.631305636476763,1.7591035309188903e-58,0.704344692029403, , ,0.0,0.02,0.27, 
6153,0.407042595555944,0.16237176851658,0.407042595555944,2.4452399584389201e-32,0.25297747432451, , ,0.0,0.23,0.07, 
6154,0.977250308617732,0.0092681280927363,0.0770466374282672,0.0002164391907409,0.977250308617732, , ,0.0,0.07,0.15, 
6157,0.394656777283208,0.394656777283208,0.0252383963288536,2.6237384001378e-42,0.0302918763786908, , ,0.0,0.33,0.86, 
6162,0.0003250375752537,0.0003250375752537,7.075377303333329e-16,7.900231505511519e-56,6.46568907006806e-08,causal, ,0.0,0.0,0.51, 
6182,0.981743414011559,0.0620743943327549,3.40392348343488e-17,4.84456263076123e-59,0.981743414011559, , ,0.0,0.06,0.02, 
6183,0.0011897351391591,0.0011897351391591,5.4188791087147e-09,1.22795389773304e-30,1.31222143262052e-10,causal, ,0.0,0.01,0.18, 
6188,1.0,0.239025398814346,7.33048308494657e-29,6.32236440566965e-13,1.0, , ,0.0,0.69,0.58, 
6192,0.918021054303572,0.0496148735357112,0.236559137340102,0.0013522031140989,0.918021054303572, , ,0.0,0.13,0.94, 
6199,0.736467794178009,0.0174136818094373,0.696310771025803,3.8586680976813e-71,0.736467794178009, , ,0.0,0.05,0.07, 
6221,0.939590363774706,0.939590363774706,0.241544984102564,1.3066461302132498e-26,0.734793503875218, , ,0.0,0.65,0.18, 
6229,0.999999976590052,0.808014738894968,3.3770166967356194e-30,5.80315313624079e-06,0.999999976590052, , ,0.0,0.97,0.76, 
