parameters,p_cit,p_TassocL,p_TassocGgvnL,p_GassocLgvnT,p_LindTgvnG,CIT_final_call,,p_L->A,p_L->B,"diff(B|A,B|A,L)",final_call
0.5_0.1_0.125,0.888317276600436,0.888317276600436,0.0425203366800448,4.15676950137783e-12,0.850852082666106, , ,0.0,0.02,0.34, 
0.5_0.1_0.25,0.659211919268862,0.659211919268862,0.0238349908960363,1.96954978641075e-14,0.140178417937659, , ,0.0,0.04,0.19, 
0.5_0.1_0.375,0.675213155588915,0.675213155588915,0.0859062919753959,5.0417739560618105e-14,0.200508262873444, , ,0.0,0.03,0.86, 
0.5_0.1_0.5,0.788561240779485,0.788561240779485,0.051383154607117,2.74467672345059e-14,0.594373436706561, , ,0.0,0.05,0.37, 
0.5_0.5_0.0,0.008823429344451,0.008823429344451,8.11201562592756e-10,7.75011809519744e-07,1.22318781371998e-07,causal, ,0.0,0.04,0.04,causal
0.5_0.5_0.125,0.0013860413960876,0.0013860413960876,4.4736989249862803e-10,8.217272760309251e-09,2.40554793515891e-07,causal, ,0.0,0.0,0.2, 
0.5_0.5_0.25,0.0019342797648353,0.0019342797648353,5.661030504397311e-10,2.7139471751556e-13,1.7272320077820902e-09,causal, ,0.0,0.0,0.13, 
0.5_0.5_0.375,0.0012725102499027,0.0012725102499027,2.74275155798839e-10,7.97276023649637e-15,6.296637417169841e-10,causal, ,0.0,0.0,0.14, 
0.5_0.5_0.5,0.0023235003368156,0.0023235003368156,4.10833819486879e-09,1.12057491751776e-17,4.81856457831309e-08,causal, ,0.0,0.0,0.06, 
0.5_1_0.0,9.53880483219544e-05,9.53880483219544e-05,1.6836113215016498e-36,2.10334422570627e-06,1.5161419512794099e-22,causal, ,0.0,0.0,0.0,causal
0.5_1_0.125,2.04432211559202e-05,2.04432211559202e-05,5.59970348837065e-40,4.51103246104927e-07,1.78530455435125e-32,causal, ,0.0,0.0,0.01,causal
0.5_1_0.25,4.82661944525244e-06,4.82661944525244e-06,3.3759675662320996e-37,4.5843931606938005e-10,1.94047431729318e-22,causal, ,0.0,0.0,0.0,causal
0.5_1_0.375,9.33905382134777e-06,9.33905382134777e-06,8.918485492624909e-36,1.80580946678196e-10,9.158900967306849e-36,causal, ,0.0,0.0,0.0,causal
0.5_1_0.5,0.000185364956545,0.000185364956545,9.49236231900397e-32,3.91933238264528e-14,2.44496732376118e-32,causal, ,0.0,0.0,0.12, 
0.5_3_0.0,0.0006234532064538,9.21154456717863e-05,3.22374933470369e-169,0.0006234532064538,1.1384338148275499e-26,causal, ,0.0,0.0,0.0,causal
0.5_3_0.125,0.0002896067486223,1.9844394423933e-06,4.29495542109642e-189,0.0002896067486223,3.88031819977274e-32,causal, ,0.0,0.0,0.0,causal
0.5_3_0.25,0.0007451149256619,1.02923075741385e-06,1.9992782132443202e-198,0.0007451149256619,3.28594838725133e-53,causal, ,0.0,0.0,0.0,causal
0.5_3_0.375,1.14723192916804e-07,1.14723192916804e-07,2.05623968513687e-186,4.7348593032936e-08,1.23653921618966e-24,causal, ,0.0,0.0,0.01,causal
0.5_3_0.5,1.07957116624702e-07,1.07957116624702e-07,2.73767564645672e-172,6.215014125055641e-09,2.0322819948250302e-20,causal, ,0.0,0.0,0.0,causal
0.5_5_0.0,0.240505225269827,6.03338141644498e-08,1.1370973967502301e-260,0.240505225269827,4.39636225348312e-97, , ,0.0,0.0,0.0,causal
0.5_5_0.125,0.179915889488393,6.0711031548397e-11,1.06071163929664e-274,0.179915889488393,5.2016222272588096e-70, , ,0.0,0.0,0.0,causal
0.5_5_0.25,0.0139620377213859,4.87440792862997e-12,3.68800417069215e-276,0.0139620377213859,1.8669430995076898e-103,causal, ,0.0,0.0,0.0,causal
0.5_5_0.375,0.0125265339826845,4.8908843878998295e-12,1.44436185695417e-262,0.0125265339826845,2.23573366854834e-112,causal, ,0.0,0.0,0.0,causal
0.5_5_0.5,0.0003604573016779,1.09426826069885e-12,2.02227591503219e-237,0.0003604573016779,1.20894116032378e-99,causal, ,0.0,0.0,0.0,causal
1_0.1_0.0,0.771505341735367,0.771505341735367,0.124438213569972,5.85914256685156e-13,0.341098312306863, , ,0.0,0.93,0.13, 
1_0.1_0.25,0.941771500537106,0.941771500537106,0.112853841735071,1.16677858783511e-21,0.888698169546339, , ,0.0,0.96,0.63, 
1_0.1_0.5,0.822487356287854,0.804217409096445,0.0766043138574114,4.75451691073003e-35,0.822487356287854, , ,0.0,0.86,0.34, 
1_0.1_0.75,0.888204645759084,0.758710486506783,0.170525148957816,1.32137059355267e-48,0.888204645759084, , ,0.0,0.5,0.91, 
1_0.1_1.0,0.984486786814324,0.984486786814324,0.14828177751717,2.72079899512792e-66,0.882752252851145, , ,0.0,0.39,0.56, 
1_0.5_0.0,0.0044137426583128,0.0044137426583128,5.86490850026134e-11,3.48548038288235e-12,6.12820657526918e-12,causal, ,0.0,0.0,0.27, 
1_0.5_0.25,0.0012158520257971,0.0012158520257971,2.06301472353209e-12,3.45744068922819e-22,1.6533299831031101e-10,causal, ,0.0,0.0,0.31, 
1_0.5_0.5,0.0001500899753911,0.0001500899753911,6.5309588111209005e-15,3.6855089973901295e-40,3.12815151622003e-06,causal, ,0.0,0.0,0.41, 
1_0.5_0.75,3.90413069921556e-06,3.90413069921556e-06,2.65676935480696e-14,1.9309501503121498e-55,5.14413504832828e-08,causal, ,0.0,0.0,0.15, 
1_0.5_1.0,4.18092291098559e-05,4.18092291098559e-05,3.48171076780451e-11,5.1320297702432e-76,9.8424447589806e-06,causal, ,0.0,0.0,0.02,causal
1_1_0.0,8.7633071616927e-06,8.7633071616927e-06,1.3311547717645401e-58,1.18072204958324e-08,1.6787012042794e-34,causal, ,0.0,0.0,0.0,causal
1_1_0.25,1.83894395227041e-10,1.83894395227041e-10,2.85472755847926e-66,6.35881379311708e-17,1.32555318450114e-33,causal, ,0.0,0.0,0.04,causal
1_1_0.5,1.19496537140587e-09,1.19496537140587e-09,1.12315527312015e-62,8.5555174145187e-28,1.37325103176929e-12,causal, ,0.0,0.0,0.0,causal
1_1_0.75,2.02249379808224e-08,1.14531052368863e-10,2.23201347186623e-53,1.78446392099996e-45,2.02249379808224e-08,causal, ,0.0,0.0,0.01,causal
1_1_1.0,0.0005238156469265,3.3089079107224e-09,3.47212589034401e-44,1.38510960190136e-68,0.0005238156469265,causal, ,0.0,0.0,0.0,causal
1_3_0.0,0.0001544523940746,1.26315089756562e-09,4.16425208328557e-194,0.0001544523940746,4.5306894082692795e-42,causal, ,0.0,0.0,0.0,causal
1_3_0.25,7.59328951112715e-10,9.51090038033242e-15,4.0990602186520395e-213,7.59328951112715e-10,3.70498093321873e-35,causal, ,0.0,0.0,0.0,causal
1_3_0.5,1.7197172342708099e-13,2.6946842998506497e-18,6.4661954723139e-197,1.7197172342708099e-13,3.85014896930232e-32,causal, ,0.0,0.0,0.0,causal
1_3_0.75,1.67794419927458e-08,3.3574863621231303e-20,4.95583720658483e-156,1.2029372802741901e-35,1.67794419927458e-08,causal, ,0.0,0.0,0.0,causal
1_3_1.0,0.0236733125824493,5.475378181539001e-19,7.78111454097845e-121,3.14173109661674e-59,0.0236733125824493,causal, ,0.0,0.0,0.0,causal
1_5_0.0,0.0295603507238372,3.3590138730804303e-15,1.95050408079649e-303,0.0295603507238372,3.9975397513920604e-88,causal, ,0.0,0.0,0.0,causal
1_5_0.25,0.004123439792024,1.13789820395513e-18,1.04e-322,0.004123439792024,1.26877156023426e-112,causal, ,0.0,0.0,0.0,causal
1_5_0.5,1.23816652941488e-10,3.3028589389071797e-22,3.97945575096977e-282,1.23816652941488e-10,4.63608286803131e-36,causal, ,0.0,0.0,0.0,causal
1_5_0.75,1.14160453691761e-15,9.64715431711378e-25,5.514495139399371e-211,5.03811012078866e-29,1.14160453691761e-15,causal, ,0.0,0.0,0.0,causal
1_5_1.0,1.07552904388763e-07,2.2638520081752104e-25,3.66449694120743e-157,8.06865604248169e-48,1.07552904388763e-07,causal, ,0.0,0.0,0.0,causal
3_0.1_0.0,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.01,0.1,0.24, 
3_0.1_0.75,0.272785381100269,0.272785381100269,0.0416383133852288,3.37396600539981e-10,0.013016542113757, , ,0.0,0.53,0.03, 
3_0.1_1.5,0.0882797695989703,0.084217300335638,0.0513781932537832,2.5475464338331997e-93,0.0882797695989703, , ,0.0,0.19,0.5, 
3_0.1_2.25,0.664910356648942,0.29059607843686,0.0784948520149582,5.749262421722251e-214,0.664910356648942, , ,0.0,0.45,0.77, 
3_0.1_3.0,0.738582281180867,0.451800729534579,0.157922573043998,0.0,0.738582281180867, , ,0.0,0.76,0.34, 
3_0.5_0.0,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.03,0.84,0.09, 
3_0.5_0.75,0.0884127426160768,0.0847387089958103,5.81058748231161e-21,1.06034547701497e-11,0.0884127426160768, , ,0.0,0.27,0.2, 
3_0.5_1.5,0.279532782017507,1.7295710766013e-07,2.2704348420803702e-21,2.26525475219903e-78,0.279532782017507, , ,0.0,0.0,0.47, 
3_0.5_2.25,0.998538376904981,7.78136221507642e-09,4.26623926034305e-18,5.495383715080099e-205,0.998538376904981, , ,0.0,0.0,0.3, 
3_0.5_3.0,0.997773636875226,5.180302734970311e-09,9.65834776470911e-13,0.0,0.997773636875226, , ,0.0,0.0,0.17, 
3_1_0.0,0.0347327608942347,0.0347327608942347,2.8060511965351e-76,0.0018323296792668,3.13836269511726e-16,causal, ,0.0,0.31,0.39, 
3_1_0.75,0.0009870914125063,0.0004597621519712,1.81899504664632e-77,1.0524717706904598e-11,0.0009870914125063,causal, ,0.0,0.0,0.02,causal
3_1_1.5,0.999999975171335,1.70300950419166e-08,2.3452654096207802e-76,3.78360206332903e-71,0.999999975171335, , ,0.0,0.0,0.82, 
3_1_2.25,0.999999999887436,2.29375121159803e-13,5.35296242400841e-70,9.67607132522196e-217,0.999999999887436, , ,0.0,0.0,0.04,causal
3_1_3.0,0.999999999959906,2.69747236477026e-08,5.3702978379599105e-46,0.0,0.999999999959906, , ,0.0,0.0,0.73, 
3_3_0.0,0.729406103007772,0.000330857131298,4.69244769893395e-251,0.729406103007772,7.840995760296099e-78, , ,0.03,0.03,0.04,causal
3_3_0.75,0.943608406425034,1.96781938529581e-10,1.2534016169371598e-246,2.36517492633756e-19,0.943608406425034, , ,0.0,0.0,0.13, 
3_3_1.5,1.0,1.72763877637492e-22,6.5683663827970594e-217,2.3691679023354403e-151,1.0, , ,0.0,0.0,0.0,causal
3_3_2.25,0.999999999988384,8.37794156948327e-31,3.65243718188458e-168,1.22986695227399e-264,0.999999999988384, , ,0.0,0.0,0.02,causal
3_3_3.0,0.999999999997189,2.5770472723406602e-20,1.0216010757402299e-80,0.0,0.999999999997189, , ,0.0,0.0,0.0,causal
3_5_0.0,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.53,0.07,0.04, 
3_5_0.75,1.0,7.791871255958679e-11,0.0,3.85076773833299e-48,1.0, , ,0.0,0.0,0.0,causal
3_5_1.5,1.0,4.29514850609674e-24,1.1841003806085601e-299,1.1279413984219999e-178,1.0, , ,0.0,0.0,0.7, 
3_5_2.25,0.999999999831631,2.03538589719712e-38,2.1672204444986102e-200,3.45404033569688e-288,0.999999999831631, , ,0.0,0.0,0.09, 
3_5_3.0,0.999999999397154,3.6080444901508e-27,5.60849469968007e-91,0.0,0.999999999397154, , ,0.0,0.0,0.03,causal
5_0.1_0.0,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.27,0.52,0.35, 
5_0.1_1.25,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.26,0.58,0.58, 
5_0.1_2.5,0.475236385099091,0.475236385099091,0.0670721921617455,6.402386757978531e-31,0.178447388299566, , ,0.0,0.45,0.16, 
5_0.1_3.75,0.506812462765875,0.0118201291452633,0.0633373250522046,5.73738428101365e-255,0.506812462765875, , ,0.0,0.05,0.73, 
5_0.1_5.0,0.437406204260535,0.0120395872721981,0.200635882528993,0.0,0.437406204260535, , ,0.0,0.08,0.39, 
5_0.5_0.0,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.08,0.01,0.47, 
5_0.5_1.25,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.08,0.0,0.1, 
5_0.5_2.5,0.99989508179193,0.0120516329483355,2.76791542940443e-29,5.0902095624517194e-43,0.99989508179193, , ,0.0,0.07,0.76, 
5_0.5_3.75,0.999999991783868,4.692339590590551e-09,4.90621054179283e-27,1.21417435898355e-246,0.999999991783868, , ,0.0,0.0,0.61, 
5_0.5_5.0,0.999999999998919,1.82270395145357e-09,2.39679416340692e-17,0.0,0.999999999998919, , ,0.0,0.0,0.57, 
5_1_0.0,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.64,0.04,0.84, 
5_1_1.25,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.54,0.05,0.68, 
5_1_2.5,1.0,0.144119009406517,5.51000985992014e-69,5.8167584260075295e-18,1.0, , ,0.0,0.0,0.5, 
5_1_3.75,0.999999999844503,6.9038937739278594e-18,1.15252350479742e-64,4.6426898851964204e-259,0.999999999844503, , ,0.0,0.0,0.73, 
5_1_5.0,0.999999999999898,1.4653116900264e-08,6.848668983521659e-29,0.0,0.999999999999898, , ,0.0,0.0,0.83, 
5_3_0.0,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.62,0.06,0.35, 
5_3_1.25,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.78,0.13,0.97, 
5_3_2.5,1.0,1.56022071829733e-07,2.76419824299656e-244,1.48397272641163e-109,1.0, , ,0.0,0.0,0.53, 
5_3_3.75,0.999999999473945,8.37200558152735e-25,7.29109508982533e-203,0.0,0.999999999473945, , ,0.0,0.0,0.22, 
5_3_5.0,0.999999999951864,2.0054975439602098e-22,7.76284557876299e-83,0.0,0.999999999951864, , ,0.0,0.0,0.6, 
5_5_0.0,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.32,0.01,0.33, 
5_5_1.25,-1.0,-1.0,-1.0,-1.0,-1.0,, ,0.32,0.01,0.01, 
5_5_2.5,1.0,0.0081690532578877,0.0,2.57570832924413e-84,1.0, , ,0.0,0.0,0.01,causal
5_5_3.75,0.999999999967659,6.27271035385821e-23,6.821918910134951e-284,0.0,0.999999999967659, , ,0.0,0.0,1.0, 
5_5_5.0,0.999999999962728,2.6567060113723203e-20,5.0965329090065e-103,0.0,0.999999999962728, , ,0.0,0.0,0.98, 
